Date,Open,High,Low,Close,Adj Close,Volume
2012-02-01,85.779999,114.650002,83.790001,101.599998,101.599998,0
2012-03-01,97.430000,109.379997,96.080002,100.279999,100.279999,0
2012-04-01,100.379997,111.190002,88.620003,89.320000,89.320000,0
2012-05-01,87.059998,117.440002,86.290001,108.750000,108.750000,0
2012-06-01,111.410004,111.410004,89.589996,89.589996,89.589996,0
2012-07-01,85.610001,111.650002,84.589996,96.110001,96.110001,0
2012-08-01,94.230003,99.139999,83.910004,93.300003,93.300003,0
2012-09-01,93.709999,95.050003,82.239998,90.489998,90.489998,0
2012-10-01,92.510002,99.660004,83.099998,90.230003,90.230003,0
2012-11-01,81.699997,94.750000,78.419998,78.589996,78.589996,0
2012-12-01,84.070000,104.720001,78.699997,92.500000,92.500000,0
2013-01-01,78.769997,78.769997,71.860001,76.720001,76.720001,0
2013-02-01,73.290001,94.339996,70.449997,86.570000,86.570000,0
2013-03-01,87.830002,94.389999,76.650002,83.199997,83.199997,0
2013-04-01,84.230003,107.650002,80.489998,83.459999,83.459999,0
2013-05-01,88.110001,88.230003,78.860001,84.870003,84.870003,0
2013-06-01,86.989998,101.769997,82.940002,86.540001,86.540001,0
2013-07-01,84.889999,84.889999,72.489998,73.080002,73.080002,0
2013-08-01,71.099998,92.599998,69.739998,92.599998,92.599998,0
2013-09-01,90.660004,90.660004,69.959999,81.669998,81.669998,0
2013-10-01,76.430000,111.430000,68.519997,69.440002,69.440002,0
2013-11-01,68.940002,75.059998,63.770000,64.809998,64.809998,0
2013-12-01,69.589996,85.389999,62.709999,70.830002,70.830002,0
2014-01-01,73.139999,99.660004,67.739998,99.660004,99.660004,0
2014-02-01,106.779999,106.779999,75.820000,81.449997,81.449997,0
2014-03-01,92.839996,97.110001,72.199997,72.199997,72.199997,0
2014-04-01,67.510002,83.940002,64.489998,64.489998,64.489998,0
2014-05-01,64.500000,71.599998,61.759998,67.949997,67.949997,0
2014-06-01,68.760002,81.500000,65.470001,71.559998,71.559998,0
2014-07-01,69.279999,97.419998,68.150002,97.419998,97.419998,0
2014-08-01,101.110001,101.110001,78.480003,81.110001,81.110001,0
2014-09-01,82.410004,96.720001,77.330002,92.470001,92.470001,0
2014-10-01,98.120003,131.570007,87.769997,94.099998,94.099998,0
2014-11-01,93.190002,93.190002,77.040001,79.839996,79.839996,0
2014-12-01,86.839996,138.600006,83.470001,113.080002,113.080002,0
2015-01-01,109.559998,125.680000,91.849998,108.989998,108.989998,0
2015-02-01,108.239998,113.570000,80.879997,85.230003,85.230003,0
2015-03-01,87.470001,97.610001,77.029999,84.010002,84.010002,0
2015-04-01,84.180000,89.000000,76.199997,87.080002,87.080002,0
2015-05-01,84.540001,95.720001,72.199997,79.070000,79.070000,0
2015-06-01,79.010002,117.839996,77.820000,110.169998,110.169998,0
2015-07-01,101.099998,115.360001,78.220001,81.769997,81.769997,0
2015-08-01,83.669998,212.220001,77.160004,127.279999,127.279999,0
2015-09-01,135.169998,135.300003,93.900002,103.279999,103.279999,0
2015-10-01,102.629997,106.589996,85.599998,90.269997,90.269997,0
2015-11-01,93.320000,107.629997,85.029999,90.839996,90.839996,0
2015-12-01,89.730003,135.369995,86.300003,100.199997,100.199997,0
2016-01-01,110.080002,121.150002,89.629997,89.949997,89.949997,0
2016-02-01,92.580002,114.190002,81.720001,85.059998,85.059998,0
2016-03-01,84.050003,99.809998,77.290001,82.940002,82.940002,0
2016-04-01,85.089996,95.720001,81.239998,91.680000,91.680000,0
2016-05-01,92.250000,94.699997,76.169998,79.430000,79.430000,0
2016-06-01,79.980003,132.419998,78.349998,94.230003,94.230003,0
2016-07-01,95.199997,96.160004,81.449997,90.839996,90.839996,0
2016-08-01,92.389999,97.980003,80.300003,84.870003,84.870003,0
2016-09-01,84.730003,116.010002,80.220001,91.419998,91.419998,0
2016-10-01,94.809998,108.309998,84.790001,102.820000,102.820000,0
2016-11-01,102.410004,120.919998,79.779999,88.989998,88.989998,0
2016-12-01,88.059998,99.389999,85.220001,91.599998,91.599998,0
2017-01-01,90.160004,96.570000,77.610001,89.830002,89.830002,0
2017-02-01,87.839996,99.400002,77.769997,88.080002,88.080002,0
2017-03-01,84.910004,97.779999,71.750000,78.309998,78.309998,0
2017-04-01,81.459999,115.690002,74.339996,77.089996,77.089996,0
2017-05-01,78.019997,115.440002,76.059998,84.519997,84.519997,0
2017-06-01,84.290001,105.279999,81.599998,90.430000,90.430000,0
2017-07-01,89.889999,101.389999,75.559998,86.760002,86.760002,0
2017-08-01,87.309998,135.320007,83.389999,94.860001,94.860001,0
2017-09-01,93.940002,110.150002,88.849998,93.139999,93.139999,0
2017-10-01,94.870003,113.459999,89.660004,92.010002,92.010002,0
2017-11-01,91.910004,113.779999,84.580002,89.940002,89.940002,0
2017-12-01,90.559998,111.480003,89.889999,100.760002,100.760002,0
2018-01-01,103.070000,119.959999,90.730003,108.410004,108.410004,0
2018-02-01,110.269997,203.729996,99.830002,121.699997,121.699997,0
2018-03-01,121.989998,139.789993,94.889999,103.320000,103.320000,0
2018-04-01,108.430000,118.199997,87.599998,94.300003,94.300003,0
2018-05-01,94.800003,113.430000,87.650002,100.629997,100.629997,0
2018-06-01,96.559998,126.070000,87.489998,105.970001,105.970001,0
2018-07-01,111.389999,112.379997,90.910004,94.129997,94.129997,0
2018-08-01,93.720001,120.000000,82.599998,92.730003,92.730003,0
2018-09-01,96.540001,103.269997,86.019997,87.309998,87.309998,0
2018-10-01,87.459999,147.380005,85.300003,102.900002,102.900002,0
2018-11-01,102.309998,115.519997,90.320000,93.589996,93.589996,0
2018-12-01,86.750000,112.019997,85.290001,87.110001,87.110001,0
2019-01-01,89.389999,96.199997,78.040001,79.239998,79.239998,0
2019-02-01,78.989998,88.959999,74.360001,80.000000,80.000000,0
2019-03-01,78.419998,103.940002,77.290001,85.820000,85.820000,0
2019-04-01,86.779999,93.080002,78.449997,88.559998,88.559998,0
