Date,Open,High,Low,Close,Adj Close,Volume
2009-05-01,69.820000,91.230003,69.820000,83.910004,83.910004,0
2009-06-01,84.230003,88.489998,77.599998,79.599998,79.599998,0
2009-07-01,79.680000,86.169998,72.800003,73.470001,73.470001,0
2009-08-01,72.790001,84.220001,70.129997,77.120003,77.120003,0
2009-09-01,81.000000,81.000000,68.180000,71.320000,71.320000,0
2009-10-01,76.250000,89.900002,64.970001,89.900002,89.900002,0
2009-11-01,91.980003,91.980003,68.489998,81.580002,81.580002,0
2009-12-01,80.739998,84.930000,68.809998,74.989998,74.989998,0
2010-01-01,73.300003,100.059998,64.870003,89.000000,89.000000,0
2010-02-01,83.730003,92.180000,73.129997,73.129997,73.129997,0
2010-03-01,73.239998,83.820000,70.510002,77.489998,77.489998,0
2010-04-01,78.290001,103.230003,76.820000,101.410004,101.410004,0
2010-05-01,95.680000,145.119995,95.680000,110.129997,110.129997,0
2010-06-01,109.919998,111.769997,89.650002,105.160004,105.160004,0
2010-07-01,100.690002,102.580002,88.550003,89.550003,89.550003,0
2010-08-01,85.019997,102.650002,79.000000,81.489998,81.489998,0
2010-09-01,78.279999,89.879997,76.639999,86.489998,86.489998,0
2010-10-01,84.080002,91.750000,77.459999,77.459999,77.459999,0
2010-11-01,79.720001,95.730003,70.779999,95.730003,95.730003,0
2010-12-01,92.029999,92.029999,79.360001,86.360001,86.360001,0
2011-01-01,84.800003,91.519997,75.940002,86.080002,86.080002,0
2011-02-01,84.480003,99.180000,78.930000,81.779999,81.779999,0
2011-03-01,89.279999,112.389999,80.839996,82.510002,82.510002,0
2011-04-01,81.980003,89.110001,81.440002,83.980003,83.980003,0
2011-05-01,88.500000,96.250000,80.919998,80.919998,80.919998,0
2011-06-01,87.589996,105.070000,81.080002,81.080002,81.080002,0
2011-07-01,78.639999,106.570000,78.639999,106.570000,106.570000,0
2011-08-01,95.889999,134.630005,94.160004,94.160004,94.160004,0
2011-09-01,92.309998,104.769997,91.000000,101.080002,101.080002,0
2011-10-01,103.889999,104.839996,89.389999,104.839996,104.839996,0
2011-11-01,113.150002,122.730003,92.220001,92.220001,92.220001,0
2011-12-01,90.879997,99.629997,85.540001,91.699997,91.699997,0
2012-01-01,91.389999,93.660004,86.010002,88.510002,88.510002,0
